CVE,Vendor,Product,Type,Description,Date Discovered,Date Patched,Advisory,Analysis URL,Root Cause Analysis,Reported By
CVE-2016-0165,Microsoft,Windows Kernel,Memory Corruption,Buffer overflow in RGNMEMOBJ::vCreate,???,2016-04-12,https://docs.microsoft.com/en-us/security-updates/securitybulletins/2016/ms16-039,https://www.secureauth.com/blog/ms16-039-windows-10-64-bits-integer-overflow-exploitation-by-using-gdi-objects,???,"Sebastian Apelt of Siberas working with Trend Micro's Zero Day Initiative, Anton Ivanov of Kaspersky Lab"
CVE-2016-0167,Microsoft,Windows Kernel,Memory Corruption,Use-after-free in win32k!xxxMNDestroyHandler,2016-03-08,2016-04-12,https://docs.microsoft.com/en-us/security-updates/securitybulletins/2016/ms16-039,https://www.fireeye.com/blog/threat-research/2016/05/windows-zero-day-payment-cards.html,???,"Dhanesh Kizhakkinan of FireEye, Inc."
CVE-2016-1019,Adobe,Flash,Memory Corruption,Type confusion in FileReference,2016-04-02,2016-04-07,https://helpx.adobe.com/security/products/flash-player/apsb16-10.html,https://blog.trendmicro.com/trendlabs-security-intelligence/look-adobe-flash-player-cve-2016-1019-zero-day-vulnerability/,???,"Kafeine (EmergingThreats/Proofpoint), Genwei Jiang (FireEye, Inc.), Clement Lecigne of Google"
CVE-2016-1010,Adobe,Flash,Memory Corruption,Buffer overflow in BitmapData.copyPixels,???,2016-03-10,https://helpx.adobe.com/security/products/flash-player/apsb16-08.html,https://blog.trendmicro.com/trendlabs-security-intelligence/root-cause-analysis-recent-flash-zero-day-vulnerability-cve-2016-1010/,???,Anton Ivanov of Kaspersky Lab
CVE-2016-0984,Adobe,Flash,Memory Corruption,Use-after-free in Sound.loadPCMFromByteArray,2016-01-11,2016-02-09,https://helpx.adobe.com/security/products/flash-player/apsb16-04.html,https://bugs.chromium.org/p/project-zero/issues/detail?id=698&redir=1,???,Natalie Silvanovich of Google Project Zero
CVE-2016-0034,Microsoft,Silverlight,Memory Corruption,Memory corruption in BinaryReader,2015-11-25,2016-01-12,https://docs.microsoft.com/en-us/security-updates/SecurityBulletins/2016/ms16-006,https://securelist.com/blog/research/73255/the-mysterious-case-of-cve-2016-0034-the-hunt-for-a-microsoft-silverlight-0-day/,???,Anton Ivanov and Costin Raiu of Kaspersky Lab
CVE-2015-8651,Adobe,Flash,Memory Corruption,Integer overflow in domainMemory,???,2015-12-28,https://helpx.adobe.com/security/products/flash-player/apsb16-01.html,???,???,???
CVE-2015-6175,Microsoft,Windows Kernel,Memory Corruption,Memory corruption in gpuenergydrv.sys,???,2015-12-08,https://docs.microsoft.com/en-us/security-updates/securitybulletins/2015/ms15-135,???,???,ChenDong Li of Tencent
CVE-2015-4902,Oracle,Java,Logic/Design Flaw,Click-to-play bypass,???,2015-10-20,https://www.oracle.com/technetwork/topics/security/cpuoct2015-2367953.html,https://blog.trendmicro.com/trendlabs-security-intelligence/new-headaches-how-the-pawn-storm-zero-day-evaded-javas-click-to-play-protection/,???,Trend Micro
CVE-2015-7645,Adobe,Flash,Type Confusion,Type confusion in IExternalizable.writeExternal,2015-10-13,2015-10-16,https://helpx.adobe.com/security/products/flash-player/apsb15-27.html,https://bugs.chromium.org/p/project-zero/issues/detail?id=547,???,"Peter Pi of Trend Micro, Natalie Silvanovich of Google Project Zero"
CVE-2015-2546,Microsoft,Windows Kernel,Memory Corruption,Use-after-free in xxxSendMessage (tagPOPUPMENU),???,2015-09-08,https://docs.microsoft.com/en-us/security-updates/securitybulletins/2015/ms15-097,https://www.fireeye.com/content/dam/fireeye-www/blog/pdfs/twoforonefinal.pdf,???,Wang Yu of FireEye
CVE-2015-2545,Microsoft,Office,Memory Corruption,Use-after-free in EPS forall operator,???,2015-09-08,https://docs.microsoft.com/en-us/security-updates/securitybulletins/2015/ms15-099,https://www.fireeye.com/content/dam/fireeye-www/blog/pdfs/twoforonefinal.pdf,???,Genwei Jiang of FireEye
CVE-2015-2502,Microsoft,Internet Explorer,Memory Corruption,Use-after-free in CMarkup::ReparentTableSection,???,2015-08-18,https://docs.microsoft.com/en-us/security-updates/securitybulletins/2015/ms15-093,https://twitter.com/Laughing_Mantis/statuses/633839231840841728,???,Clement Lecigne of Google
CVE-2015-1642,Microsoft,Office,Memory Corruption,Use-after-free in CTaskSymbol,2015-02-27,2015-08-11,https://docs.microsoft.com/en-us/security-updates/securitybulletins/2015/ms15-081,https://labs.mwrinfosecurity.com/advisories/2015/08/17/microsoft-office-ctasksymbol-use-after-free-vulnerability/,???,"Fortinet's FortiGuard Labs, Yong Chuan Koh (@yongchuank) of MWR Labs, s3tm3m@gmail.com working with VeriSign iDefense Labs"
CVE-2015-1769,Microsoft,Windows,Logic/Design Flaw,Symbolic link attack in Mount Manager,???,2015-08-11,https://docs.microsoft.com/en-us/security-updates/securitybulletins/2015/ms15-085,http://h3ysatan.blogspot.com/2016/01/cve-2015-1769-cve-2015-1769-mount.html,???,???
CVE-2015-4495,Mozilla,Firefox,Logic/Design Flaw,Same-origin policy bypass in PDF reader,2015-08-05,2015-08-06,https://www.mozilla.org/en-US/security/advisories/mfsa2015-78/,https://blog.mozilla.org/security/2015/08/06/firefox-exploit-found-in-the-wild/,???,Cody Crews
CVE-2015-2426,Microsoft,Windows,Memory Corruption,OpenType Font Driver buffer overflow in ZwGdiAddFontMemResourceEx,2015-07-05,2015-07-20,https://docs.microsoft.com/en-us/security-updates/securitybulletins/2015/ms15-078,http://blog.trendmicro.com/trendlabs-security-intelligence/hacking-team-leak-uncovers-another-windows-zero-day-ms-releases-patch/,???,"Mateusz Jurczyk of Google Project Zero, Genwei Jiang of FireEye, Moony Li of TrendMicro"
CVE-2015-5122,Adobe,Flash,Use-after-free,Use-after-free in TextBlock,2015-07-05,2015-07-14,https://helpx.adobe.com/security/products/flash-player/apsb15-18.html,https://blog.trendmicro.com/trendlabs-security-intelligence/another-zero-day-vulnerability-arises-from-hacking-team-data-leak/,???,Dhanesh Kizhakkinan of FireEye
CVE-2015-5123,Adobe,Flash,Use-after-free,Use-after-free in BitmapData,2015-07-05,2015-07-14,https://helpx.adobe.com/security/products/flash-player/apsb15-18.html,https://blog.trendmicro.com/trendlabs-security-intelligence/new-zero-day-vulnerability-cve-2015-5123-in-adobe-flash-emerges-from-hacking-team-leak/,???,Peter Pi of TrendMicro and slipstream/RoL (@TheWack0lian)
CVE-2015-2387,Microsoft,Windows Kernel,Memory Corruption,ATMFD.DLL named escape memory corruption,2015-07-05,2015-07-14,https://docs.microsoft.com/en-us/security-updates/SecurityBulletins/2015/ms15-077,https://blog.trendmicro.com/trendlabs-security-intelligence/a-look-at-the-open-type-font-manager-vulnerability-from-the-hacking-team-leak/,???,Google Project Zero and Morgan Marquis-Boire
CVE-2015-2425,Microsoft,Internet Explorer,Use-after-free,Use-after-free in MutationObserver,2015-07-05,2015-07-14,https://docs.microsoft.com/en-us/security-updates/SecurityBulletins/2015/ms15-065,https://blog.trendmicro.com/trendlabs-security-intelligence/gifts-from-hacking-team-continue-ie-zero-day-added-to-mix/,???,"Bill Finlayson of Vectra Networks, Dhanesh Kizhakkinan of FireEye, Peter Pi of TrendMicro"
CVE-2015-2424,Microsoft,Office,Memory Corruption,Heap corruption in Forms.Image.1,2015-06-30,2015-07-14,https://docs.microsoft.com/en-us/security-updates/SecurityBulletins/2015/ms15-070,https://web.archive.org/web/20150717041821/http://www.isightpartners.com/2015/07/microsoft-office-zero-day-cve-2015-2424-leveraged-by-tsar-team/,???,"The Labs Team of iSIGHT Partners, Edward Fjellskål of Telenor CERT"
CVE-2015-2590,Oracle,Java,Race Condition,Race condition in ObjectInputStream.readSerialData,???,2015-07-14,https://www.oracle.com/technetwork/topics/security/cpujul2015-2367936.html,https://twitter.com/tiraniddo/status/621308239909646336,???,Trend Micro
CVE-2015-5119,Adobe,Flash,Use-after-free,Use-after-free in ByteArray ValueOf,2015-07-05,2015-07-08,https://helpx.adobe.com/security/products/flash-player/apsb15-16.html,https://blog.trendmicro.com/trendlabs-security-intelligence/unpatched-flash-player-flaws-more-pocs-found-in-hacking-team-leak/,???,Google Project Zero and Morgan Marquis-Boire
CVE-2015-3113,Adobe,Flash,Memory Corruption,Buffer overflow in FLV media parsing,???,2015-06-23,https://helpx.adobe.com/security/products/flash-player/apsb15-14.html,https://blog.trendmicro.com/trendlabs-security-intelligence/new-adobe-zero-day-shares-same-root-cause-as-older-flaws/,???,FireEye
CVE-2015-2360,Microsoft,Windows Kernel,Memory Corruption,Use-after-free on tagCLS object,???,2015-06-09,https://docs.microsoft.com/en-us/security-updates/securitybulletins/2015/ms15-061,https://blog.trendmicro.com/trendlabs-security-intelligence/analysis-of-cve-2015-2360-duqu-2-0-zero-day-vulnerability/,???,"Maxim Golovkin of Kaspersky Lab, enSilo Research Team"
CVE-2015-1701,Microsoft,Windows Kernel,Logic/Design Flaw,CreateWindow callback validation error,2015-04-18,2015-05-12,https://docs.microsoft.com/en-us/security-updates/securitybulletins/2015/ms15-051,https://www.fireeye.com/blog/threat-research/2015/04/probable_apt28_useo.html,???,???
CVE-2015-3043,Adobe,Flash,Memory Corruption,Buffer overflow in FLV media parsing,2015-04-13,2015-04-14,https://helpx.adobe.com/security/products/flash-player/apsb15-06.html,https://www.fireeye.com/blog/threat-research/2015/04/probable_apt28_useo.html,???,Anonymous
CVE-2015-1641,Microsoft,Office,Memory Corruption,Type confusion in SmartTag element,???,2015-04-14,https://docs.microsoft.com/en-us/security-updates/SecurityBulletins/2015/ms15-033,https://paper.seebug.org/351/,???,The Labs Team of iSIGHT Partners
CVE-2015-0071,Microsoft,Internet Explorer,Information Leak,Out-of-bounds read in Js::JavascriptRegExpConstructor::SetProperty,???,2015-02-10,https://docs.microsoft.com/en-us/security-updates/securitybulletins/2015/ms15-009,http://blog.trendmicro.com/trendlabs-security-intelligence/bypassing-aslr-with-cve-2015-0071-an-out-of-bounds-read-vulnerability/,???,"Clement Lecigne of Google, The Labs Team of iSIGHT Partners"
CVE-2015-0313,Adobe,Flash,Use-after-free,Use-after-free in ByteArray::Clear,2015-01-14,2015-02-05,https://helpx.adobe.com/security/products/flash-player/apsb15-04.html,http://blog.trendmicro.com/trendlabs-security-intelligence/analyzing-cve-2015-0313-the-new-flash-player-zero-day/,???,"Elia Florio and Dave Weston of Microsoft, and Peter Pi of Trend Micro"
CVE-2015-0311,Adobe,Flash,Use-after-free,Use-after-free in ByteArray::UncompressViaZlibVariant,2015-01-20,2015-01-27,https://helpx.adobe.com/security/products/flash-player/apsb15-03.html,https://blog.trendmicro.com/trendlabs-security-intelligence/analyzing-cve-2015-0311-flash-zero-day-vulnerability/,???,Kafeine of Malware don’t need Coffee and Jack Tang of Trend Micro
CVE-2015-0310,Adobe,Flash,Information Leak,Out-of-bounds read in RegExp::exec,2015-01-16,2015-01-22,https://helpx.adobe.com/security/products/flash-player/apsb15-02.html,https://bugs.chromium.org/p/chromium/issues/detail?id=442585,???,"Yang Dingning, working with the Chromium Vulnerability Rewards Program, Timo Hirvonen of F-Secure and Kafeine"
CVE-2015-0016,Microsoft,Windows,Logic/Design Flaw,Improper path validation leads to IE sandbox escape,???,2015-01-13,https://docs.microsoft.com/en-us/security-updates/securitybulletins/2015/ms15-004,http://blog.trendmicro.com/trendlabs-security-intelligence/cve-2015-0016-escaping-the-internet-explorer-sandbox/,???,Liam O’Murchu of Symantec
CVE-2014-9163,Adobe,Flash,Memory Corruption,Unspecified stack buffer overflow in Flash,???,2014-12-09,https://helpx.adobe.com/security/products/flash-player/apsb14-27.html,???,???,bilou working with HP’s Zero Day Initiative
CVE-2014-6324,Microsoft,Windows,Logic/Design Flaw,Logic/design flaw in Kerberos KDC allowing remote domain controller escalation of privilege,???,2014-11-18,https://docs.microsoft.com/en-us/security-updates/securitybulletins/2014/ms14-068,https://blogs.technet.microsoft.com/srd/2014/11/18/additional-information-about-cve-2014-6324/,???,"The Qualcomm Information Security & Risk Management team, with special recognition for Tom Maddock"
CVE-2014-6352,Microsoft,Office,Logic/Design Flaw,Logic/design flaw in Packager OLE class,???,2014-11-11,https://docs.microsoft.com/en-us/security-updates/securitybulletins/2014/ms14-064,https://securingtomorrow.mcafee.com/other-blogs/mcafee-labs/bypassing-microsofts-patch-for-the-sandworm-zero-day-even-editing-can-cause-harm/,???,"Drew Hintz, Shane Huntley, and Matty Pellegrino of Google Security Team"
CVE-2014-4077,Microsoft,Windows,Logic/Design Flaw,Unspecified sandbox escape vulnerability in IME (Japanese),???,2014-11-11,https://docs.microsoft.com/en-us/security-updates/securitybulletins/2014/ms14-078,???,???,Vitaly Kamluk and Costin Raiu of Kaspersky Lab
CVE-2014-4113,Microsoft,Windows,Memory Corruption,NULL pointer dereference in win32k!win32k!xxxHandleMenuMessages,???,2014-10-14,https://docs.microsoft.com/en-us/security-updates/securitybulletins/2014/ms14-058,https://www.fireeye.com/blog/threat-research/2014/10/two-targeted-attacks-two-new-zero-days.html,???,"CrowdStrike Intelligence Team & FireEye, Inc."
CVE-2014-4114,Microsoft,Office,Logic/Design Flaw,Logic/design flaw in Packager OLE class,???,2014-10-14,https://docs.microsoft.com/en-us/security-updates/securitybulletins/2014/ms14-060,https://blog.trendmicro.com/trendlabs-security-intelligence/an-analysis-of-windows-zero-day-vulnerability-cve-2014-4114-aka-sandworm/,???,iSIGHT Partners and researchers from ESET
CVE-2014-4148,Microsoft,Windows,Memory Corruption,Unspecified memory corruption in TrueType fonts,???,2014-10-14,https://docs.microsoft.com/en-us/security-updates/securitybulletins/2014/ms14-058,https://www.fireeye.com/blog/threat-research/2014/10/two-targeted-attacks-two-new-zero-days.html,???,"FireEye, Inc."
CVE-2014-8439,Adobe,Flash,Memory Corruption,Unspecified memory corruption in Flash,???,2014-10-14,https://helpx.adobe.com/security/products/flash-player/apsb14-22.html,???,???,???
CVE-2014-4123,Microsoft,Internet Explorer,Memory Corruption,Unspecified sandbox escape vulnerability,???,2014-10-14,https://docs.microsoft.com/en-us/security-updates/securitybulletins/2014/ms14-056,???,???,James Forshaw of Context Information Security
CVE-2014-0546,Adobe,Reader,Logic/Design Flaw,Unspecified sandbox escape vulnerability,???,2014-08-12,https://helpx.adobe.com/security/products/acrobat/apsb14-19.html,???,???,Costin Raiu and Vitaly Kamluk of Kaspersky Labs
CVE-2014-2817,Microsoft,Internet Explorer,Logic/Design Flaw,Sandbox escape in IIEAxInstallBrokerBrokerPtr,???,2014-08-12,https://docs.microsoft.com/en-us/security-updates/securitybulletins/2014/ms14-051,https://twitter.com/tiraniddo/status/522135160675127296,???,James Forshaw of Context Information Security
CVE-2023-36884,Microsoft,Windows,Logic/Design Flaw,Office and Windows HTML Remote Code Execution,2023-07-05,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36884,???,???,"Vlad Stolyarov, Clement Lecigne and Bahare Sabouri of Google’s Threat Analysis Group (TAG), Paul Rascagneres & Tom Lancaster with Volexity, Microsoft Office Product Group Security Team"
CVE-2023-33106,Qualcomm,Android,Memory Corruption,Vulnerability in Adreno GPU driver,???,,https://docs.qualcomm.com/product/publicresources/securitybulletin/october-2023-bulletin.html,???,???,Google Threat Analysis Group and Project Zero
CVE-2023-33107,Qualcomm,Android,Memory Corruption,Vulnerability in Adreno GPU driver,???,,https://docs.qualcomm.com/product/publicresources/securitybulletin/october-2023-bulletin.html,???,???,Google Threat Analysis Group and Project Zero
CVE-2023-33063,Qualcomm,Android,Memory Corruption,Vulnerability in Adreno GPU driver,???,,https://docs.qualcomm.com/product/publicresources/securitybulletin/october-2023-bulletin.html,???,???,Google Threat Analysis Group and Project Zero
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
