,cve,vectorString,Exploitation,Automatable,TechnicalImpact,base_vector,cisa_kev,nuclei,metasploit,exploitdb,poc_github,_Exploitation,KeyPhrases
1085,CVE-2024-3609,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,False,False,False,False,False,None,
1086,CVE-2024-3166,,Poc,No,Partial,,False,False,False,False,False,None,
1087,CVE-2024-3473,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
1088,CVE-2024-3189,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,False,False,False,False,False,None,
1089,CVE-2024-3561,,None,No,Total,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
1090,CVE-2024-3074,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
1091,CVE-2024-3648,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
1092,CVE-2024-3849,,None,No,Total,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
1093,CVE-2024-3263,,None,Yes,Total,,False,False,False,False,False,None,
1094,CVE-2024-3633,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,Poc,No,Partial,,False,False,False,False,False,None,
1095,CVE-2024-3776,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
1096,CVE-2024-3058,,None,No,Partial,,False,False,False,False,False,None,
1097,CVE-2024-3408,,Poc,Yes,Total,,False,False,False,False,False,None,
1098,CVE-2024-3664,,None,No,Partial,,False,False,False,False,False,None,
1099,CVE-2024-3234,,Poc,Yes,Total,,False,False,False,False,False,None,
1100,CVE-2024-3371,,None,No,Partial,,False,False,False,False,False,None,
1101,CVE-2024-3808,,None,No,Total,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
1102,CVE-2024-3388,,None,No,Partial,,False,False,False,False,False,None,
1103,CVE-2024-3367,,None,Yes,Partial,,False,False,False,False,False,None,
1104,CVE-2024-3019,,None,No,Total,,False,False,False,False,False,None,"['remote command execution', 'be started manually']"
1105,CVE-2024-3911,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N,False,False,False,False,False,None,
1106,CVE-2024-3507,,None,No,Partial,,False,False,False,False,False,None,
1107,CVE-2024-3157,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:H,None,No,Total,,False,False,False,False,False,None,
1108,CVE-2024-3854,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,None,No,Partial,,False,False,False,False,False,None,
1109,CVE-2024-3784,,None,No,Partial,,False,False,False,False,False,None,
1110,CVE-2024-3291,,None,No,Total,,False,False,False,False,False,None,
1111,CVE-2024-3045,,None,Yes,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
1112,CVE-2024-3946,,None,No,Partial,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
1113,CVE-2024-3550,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
1114,CVE-2024-3229,,None,Yes,Total,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
1115,CVE-2024-3403,,Poc,Yes,Partial,,False,False,False,False,False,None,
1116,CVE-2024-3053,,None,No,Partial,,False,False,False,False,False,None,
1117,CVE-2024-3546,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,False,False,False,False,False,None,
1118,CVE-2024-3815,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
1119,CVE-2024-3680,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
1120,CVE-2024-3907,,Poc,No,Partial,,False,False,False,False,False,None,
1121,CVE-2024-3268,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,False,False,False,False,False,None,
1122,CVE-2024-3839,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,False,False,False,False,False,None,
1123,CVE-2024-3993,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:N/I:L/A:L,Poc,No,Partial,,False,False,False,False,False,None,
1124,CVE-2024-3706,,None,No,Partial,,False,False,False,False,False,None,
1125,CVE-2024-3497,,None,No,Total,,False,False,False,False,False,None,
1126,CVE-2024-3478,,None,No,Partial,,False,False,False,False,False,None,
1127,CVE-2024-3244,,None,No,Partial,,False,False,False,False,False,None,
1128,CVE-2024-3481,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:L/I:H/A:N,Poc,No,Partial,,False,False,False,False,False,None,
1129,CVE-2024-3194,,None,No,Partial,,False,False,False,False,False,None,
1130,CVE-2024-3317,,None,No,Total,,False,False,False,False,False,None,
1131,CVE-2024-3602,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,False,False,False,False,False,None,
1132,CVE-2024-3340,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,False,False,False,False,False,None,
1133,CVE-2024-3272,,Active,Yes,Total,,,,,,,Active,"['public and may be used', 'hard-coded credentials']"
1134,CVE-2024-3767,,Poc,No,Partial,,False,False,False,False,False,None,
1135,CVE-2024-3337,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
1136,CVE-2024-3675,,None,No,Partial,,False,False,False,False,False,None,
1137,CVE-2024-3360,,Poc,No,Partial,,False,False,False,False,False,None,
1138,CVE-2024-3730,,None,No,Partial,,False,False,False,False,False,None,
1139,CVE-2024-3049,,None,No,Partial,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:N,False,False,False,False,False,None,
1140,CVE-2024-3663,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,False,False,False,False,False,None,
1141,CVE-2024-3233,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,False,False,False,False,False,None,
1142,CVE-2024-3264,,None,Yes,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,False,False,False,False,False,None,
1143,CVE-2024-3634,,None,No,Partial,,False,False,False,False,False,None,
1144,CVE-2024-3970,,None,No,Partial,,False,False,False,False,False,None,
1145,CVE-2024-3073,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:N/A:N,False,False,False,False,False,None,
1146,CVE-2024-3618,,None,No,Partial,,False,False,False,False,False,None,
1147,CVE-2024-3161,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
1148,CVE-2024-3474,,None,Yes,Total,,False,False,False,False,False,None,
1149,CVE-2024-3927,,None,Yes,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,False,False,False,False,False,None,
1150,CVE-2024-3177,,None,No,Partial,,False,False,False,False,False,None,
1151,CVE-2024-3874,,None,No,Total,,False,False,False,False,False,None,
1152,CVE-2024-3931,,Poc,Yes,Partial,,False,False,False,False,False,None,
1153,CVE-2024-3462,,None,No,Partial,,False,False,False,False,False,None,
1154,CVE-2024-3198,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
1155,CVE-2024-3032,,None,No,Partial,,False,False,False,False,False,None,
1156,CVE-2024-3209,,None,No,Partial,,False,False,False,False,False,None,['heap-based buffer overflow']
1157,CVE-2024-3823,,None,No,Partial,,False,False,False,False,False,None,
1158,CVE-2024-3989,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
1159,CVE-2024-3065,,None,No,Partial,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
1160,CVE-2024-3435,,Poc,No,Total,,False,False,False,False,True,Poc,
1161,CVE-2024-3966,,None,No,Partial,,False,False,False,False,False,None,
1162,CVE-2024-3822,,None,No,Partial,,False,True,False,False,False,Poc,
1163,CVE-2024-3988,,None,No,Partial,,False,False,False,False,False,None,
1164,CVE-2024-3571,,Poc,No,Partial,,False,False,False,False,False,None,
1165,CVE-2024-3064,,None,No,Partial,,False,False,False,False,False,None,
1166,CVE-2024-3967,,None,No,Total,,False,False,False,False,False,None,
1167,CVE-2024-3658,,,,,,False,False,False,False,False,None,
1168,CVE-2024-3208,,None,No,Partial,,False,False,False,False,False,None,
1169,CVE-2024-3875,,None,No,Partial,,False,False,False,False,False,None,
1170,CVE-2024-3199,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
1171,CVE-2024-3033,,Poc,Yes,Total,,False,False,False,False,False,None,
1172,CVE-2024-3863,,None,No,Partial,,False,False,False,False,False,None,
1173,CVE-2024-3475,,None,No,Partial,,False,False,False,False,False,None,
1174,CVE-2024-3834,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,None,No,Total,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
1175,CVE-2024-3971,,None,No,Partial,,False,False,False,False,False,None,
1176,CVE-2024-3072,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,False,False,False,False,False,None,
1177,CVE-2024-3588,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
1178,CVE-2024-3459,,None,No,Total,,False,False,False,False,False,None,
1179,CVE-2024-3265,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:L/A:L,Poc,No,Partial,,False,False,False,False,False,None,
1180,CVE-2024-3818,,None,No,Partial,,False,False,False,False,False,None,
1181,CVE-2024-3662,,None,No,Partial,,False,False,False,False,False,None,
1182,CVE-2024-3727,,None,No,Partial,,False,False,False,False,False,None,
1183,CVE-2024-3048,,None,No,Partial,,False,False,False,False,False,None,
1184,CVE-2024-3731,,None,No,Partial,,False,False,False,False,False,None,
1185,CVE-2024-3859,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:L/I:H/A:N,None,No,Total,,False,False,False,False,False,None,
1186,CVE-2024-3273,,Active,Yes,Total,,,,,,,Active,['command injection']
1187,CVE-2024-3766,,Poc,No,Partial,,False,False,False,False,False,None,
1188,CVE-2024-3711,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,False,False,False,False,False,None,
1189,CVE-2024-3654,,None,No,Partial,,False,False,False,False,False,None,
1190,CVE-2024-3984,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
1191,CVE-2024-3068,,None,No,Partial,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
1192,CVE-2024-3592,,None,No,Total,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,False,False,False,False,False,None,
1193,CVE-2024-3746,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,None,No,Partial,,False,False,False,False,False,None,
1194,CVE-2024-3480,,None,No,Partial,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:L/I:N/A:N,False,False,False,False,False,None,
1195,CVE-2024-3195,,Poc,No,Partial,,False,False,False,False,False,None,
1196,CVE-2024-3300,,None,No,Total,,False,False,False,False,False,None,
1197,CVE-2024-3750,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
1198,CVE-2024-3245,,None,No,Partial,,False,False,False,False,False,None,
1199,CVE-2024-3615,,None,No,Partial,,False,False,False,False,False,None,
1200,CVE-2024-3880,,Poc,Yes,Total,,False,False,False,False,False,None,
1201,CVE-2024-3479,,None,No,Partial,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:L/I:N/A:N,False,False,False,False,False,None,
1202,CVE-2024-3183,,None,No,Total,,False,False,False,False,False,None,
1203,CVE-2024-3642,,None,No,Partial,,False,False,False,False,False,None,
1204,CVE-2024-3838,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:L,None,No,Partial,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N,False,False,False,False,False,None,
1205,CVE-2024-3992,,None,No,Partial,,False,False,False,False,False,None,
1206,CVE-2024-3269,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:L,False,False,False,False,False,None,
1207,CVE-2024-3906,,Poc,No,Partial,,False,False,False,False,False,None,
1208,CVE-2024-3843,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:L/I:L/A:N,None,No,Partial,,False,False,False,False,False,None,
1209,CVE-2024-3681,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
1210,CVE-2024-3951,,None,No,Partial,,False,False,False,False,False,None,
1211,CVE-2024-3402,,None,No,Partial,,False,False,False,False,False,None,
1212,CVE-2024-3052,,None,No,Partial,,False,False,False,False,False,None,
1213,CVE-2024-3547,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
1214,CVE-2024-3697,,Poc,No,Partial,,False,False,False,False,False,None,
1215,CVE-2024-3044,,None,No,Partial,,False,False,False,False,False,None,
1216,CVE-2024-3551,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
1217,CVE-2024-3290,,None,No,Total,,False,False,False,False,False,None,
1218,CVE-2024-3910,,Poc,No,Partial,,False,False,False,False,False,None,
1219,CVE-2024-35875,,None,No,Partial,,False,False,False,False,False,None,
1220,CVE-2024-35526,,None,No,Partial,,False,False,False,False,False,None,
1221,CVE-2024-35176,,None,Yes,Partial,,False,False,False,False,False,None,
1222,CVE-2024-35930,,None,No,Partial,,False,False,False,False,False,None,
1223,CVE-2024-35658,,None,Yes,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H,False,False,False,False,False,None,
1224,CVE-2024-35208,,None,No,Partial,,False,False,False,False,False,None,
1225,CVE-2024-35571,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Poc,Yes,Total,,False,False,False,False,False,None,
1226,CVE-2024-35822,,None,No,Partial,,False,False,False,False,False,None,
1227,CVE-2024-35988,,None,No,Partial,,False,False,False,False,False,None,
1228,CVE-2024-35967,,None,No,Partial,,False,False,False,False,False,None,
1229,CVE-2024-35834,,None,No,Partial,,False,False,False,False,False,None,
1230,CVE-2024-35971,,None,No,Partial,,False,False,False,False,False,None,
1231,CVE-2024-35249,,None,No,Total,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
1232,CVE-2024-35926,,None,No,Partial,,False,False,False,False,False,None,
1233,CVE-2024-35475,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:U/C:H/I:H/A:H,None,No,Total,,False,False,False,False,True,Poc,
1234,CVE-2024-35662,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
1235,CVE-2024-35398,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Poc,Yes,Total,,False,False,False,False,False,None,
1236,CVE-2024-35232,,None,No,Partial,,False,False,False,False,False,None,
1237,CVE-2024-35727,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
1238,CVE-2024-35818,,None,No,Partial,,False,False,False,False,False,None,
1239,CVE-2024-35265,,None,No,Total,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
1240,CVE-2024-35770,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
1241,CVE-2024-35789,,None,No,Partial,,False,False,False,False,False,None,
1242,CVE-2024-35766,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
1243,CVE-2024-35859,,None,No,Partial,,False,False,False,False,False,None,
1244,CVE-2024-35224,,None,No,Partial,,False,False,False,False,False,None,
1245,CVE-2024-35674,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
1246,CVE-2024-35361,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Poc,No,Total,,False,False,False,False,False,None,
1247,CVE-2024-35731,,None,No,Partial,,False,False,False,False,False,None,
1248,CVE-2024-35048,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,Poc,No,Partial,,False,False,False,False,False,None,
1249,CVE-2024-35879,,None,No,Partial,,False,False,False,False,False,None,
1250,CVE-2024-35896,,None,No,Partial,,False,False,False,False,False,None,
1251,CVE-2024-35195,,None,No,Total,,False,False,False,False,False,None,
1252,CVE-2024-35746,,None,Yes,Total,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
1253,CVE-2024-35253,,None,No,Total,CVSS:3.1/AV:L/AC:H/PR:L/UI:R/S:U/C:N/I:H/A:N,False,False,False,False,False,None,
1254,CVE-2024-35984,,None,No,Partial,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,False,False,False,False,False,None,
1255,CVE-2024-35711,,None,No,Partial,,False,False,False,False,False,None,
1256,CVE-2024-35204,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,None,No,Total,,False,False,False,False,False,None,
1257,CVE-2024-35654,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
1258,CVE-2024-35838,,None,No,Partial,,False,False,False,False,False,None,
1259,CVE-2024-35992,,None,No,Partial,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,False,False,False,False,False,None,
1260,CVE-2024-35707,,None,No,Partial,,False,False,False,False,False,None,
1261,CVE-2024-35357,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Poc,No,Total,,False,False,False,False,False,None,
1262,CVE-2024-35642,,None,No,Partial,,False,False,False,False,False,None,
1263,CVE-2024-35212,,None,No,Partial,,False,False,False,False,False,None,
1264,CVE-2024-35183,,Poc,No,Partial,,False,False,False,False,False,None,
1265,CVE-2024-35880,,None,No,Partial,,False,False,False,False,False,None,
1266,CVE-2024-35300,,None,No,Partial,,False,False,False,False,False,None,
1267,CVE-2024-35750,,None,No,Partial,,False,False,False,False,False,None,
1268,CVE-2024-35951,,None,No,Partial,,False,False,False,False,False,None,
1269,CVE-2024-35814,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H,None,No,Partial,,False,False,False,False,False,None,
1270,CVE-2024-35681,,None,No,Partial,,False,False,False,False,False,None,
1271,CVE-2024-35140,,None,No,Total,,False,False,False,False,False,None,
1272,CVE-2024-35510,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,None,Yes,Total,,False,False,False,False,False,None,
1273,CVE-2024-35843,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:H,None,No,Partial,,False,False,False,False,False,None,
1274,CVE-2024-35639,,None,No,Partial,,False,False,False,False,False,None,
1275,CVE-2024-35910,,None,No,Partial,,False,False,False,False,False,None,
1276,CVE-2024-35855,,None,No,Partial,,False,False,False,False,False,None,
1277,CVE-2024-35947,,None,No,Partial,,False,False,False,False,False,None,
1278,CVE-2024-35551,,Poc,No,Partial,,False,False,False,False,False,None,
1279,CVE-2024-35802,,,,,,False,False,False,False,False,None,
1280,CVE-2024-35678,,None,No,Partial,,False,False,False,False,False,None,
1281,CVE-2024-35228,,None,No,Partial,,False,False,False,False,False,None,
1282,CVE-2024-35697,,None,No,Partial,,False,False,False,False,False,None,
1283,CVE-2024-35679,,None,No,Partial,,False,False,False,False,False,None,
1284,CVE-2024-35946,,None,No,Partial,,False,False,False,False,False,None,
1285,CVE-2024-35550,,None,No,Partial,,False,False,False,False,False,None,
1286,CVE-2024-35803,,None,No,Partial,,False,False,False,False,False,None,
1287,CVE-2024-35291,,None,No,Partial,,False,False,False,False,False,None,
1288,CVE-2024-35012,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Poc,No,Partial,,False,False,False,False,False,None,
1289,CVE-2024-35911,,None,No,Partial,,False,False,False,False,False,None,
1290,CVE-2024-35854,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,None,No,Total,,False,False,False,False,False,None,
1291,CVE-2024-35638,,None,No,Partial,,False,False,False,False,False,None,
1292,CVE-2024-35792,,None,No,Partial,,False,False,False,False,False,None,
1293,CVE-2024-35907,,None,No,Partial,,False,False,False,False,False,None,
1294,CVE-2024-35511,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:L/A:L,Poc,No,Partial,,False,False,False,False,True,Poc,
1295,CVE-2024-35395,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,Poc,No,Total,,False,False,False,False,False,None,
1296,CVE-2024-35680,,None,Yes,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,False,False,False,False,False,None,
1297,CVE-2024-35403,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:L,Poc,No,Partial,,False,False,False,False,False,None,
1298,CVE-2024-35950,,None,No,Partial,,False,False,False,False,False,None,
1299,CVE-2024-35815,,None,No,Partial,,False,False,False,False,False,None,
1300,CVE-2024-35301,,None,No,Partial,,False,False,False,False,False,None,
1301,CVE-2024-35751,,None,No,Partial,,False,False,False,False,False,None,
1302,CVE-2024-35182,,Poc,No,Partial,,False,False,False,False,False,None,
1303,CVE-2024-35706,,None,No,Partial,,False,False,False,False,False,None,
1304,CVE-2024-35356,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Poc,No,Partial,,False,False,False,False,False,None,
1305,CVE-2024-35643,,None,No,Partial,,False,False,False,False,False,None,
1306,CVE-2024-35213,,None,No,Total,,False,False,False,False,False,None,
1307,CVE-2024-35839,,None,No,Partial,,False,False,False,False,False,None,
1308,CVE-2024-35993,,None,No,Partial,,False,False,False,False,False,None,
1309,CVE-2024-35710,,None,Yes,Partial,,False,False,False,False,False,None,
1310,CVE-2024-35655,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
1311,CVE-2024-35086,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,None,No,Total,,False,False,False,False,False,None,
1312,CVE-2024-35747,,None,Yes,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,False,False,False,False,False,None,
1313,CVE-2024-35252,,None,Yes,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,False,False,False,False,False,None,
1314,CVE-2024-35878,,None,No,Partial,,False,False,False,False,False,None,
1315,CVE-2024-35194,,None,No,Partial,,False,False,False,False,False,None,
1316,CVE-2024-35049,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,Poc,No,Total,,False,False,False,False,False,None,
1317,CVE-2024-35225,,None,No,Total,,False,False,False,False,False,None,
1318,CVE-2024-35675,,None,No,Partial,,False,False,False,False,False,None,
1319,CVE-2024-35730,,None,No,Partial,,False,False,False,False,False,None,
1320,CVE-2024-35788,,None,No,Partial,,False,False,False,False,False,None,
1321,CVE-2024-35767,,None,No,Total,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
1322,CVE-2024-35771,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
1323,CVE-2024-35819,,None,No,Partial,,False,False,False,False,False,None,
